"q0coef","q1coef","q2coef"
0.435248295583951,0.455885217470523,0.339721743485046
0.026982746136562,-0.26313984569012,0.345794746739933
-0.164741491469449,-0.35439849899562,-0.059861965638519
0.305083142858636,-0.326560368918825,0.383272353571407
-0.177242639344348,0.547714268681354,-0.399455646754131
0.28369258804363,0.280763832768972,-0.611260998284835
0.281058808185286,0.39294960349089,-0.539732614268759
-0.330815674609131,-0.600806688270195,-2.03829842434967
0.956545590452334,1.01789310314295,0.48432984468105
-0.167355965341885,1.54921248948479,1.49728016135776
0.0811654302950285,0.714772142616273,1.59359997591697
-0.642907075483073,-0.623783710245356,-0.939643395447173
-0.245943516658615,1.14004135556689,1.18391397951309
0.0953310914718059,-0.859701389427689,-0.344841350573396
0.22214050195048,-0.792633689071095,-1.48607545631888
-0.44248093152589,-0.161089352235586,0.644958934977572
0.17327104310181,0.361618920793264,-0.674373968850417
-0.518500133149899,0.320025846297858,0.72952210327151
-0.679154519209215,-1.03717019409339,-0.929142454888263
0.4114172332863,1.15202725211059,1.38177156979347
-0.185489861596629,-0.842394144734909,-1.57689142923128
-0.136350109453543,-1.83596988840348,-1.50800270315941
-0.257344653484748,-0.289756957870076,-0.541525576016819
-0.395303645379638,0.318092374737978,1.46391500987021
0.583584382134435,0.122773305522402,-0.409776492605601
0.242651397428599,0.332835510402061,2.17474229836601
0.402592992902581,0.0121365592766753,-0.594913876797023
-0.445665553808836,-0.207242940102205,-0.601999172701216
0.318364162589314,-1.99733960859519,-1.08516659511818
0.218922121993599,1.03901851044345,2.14548200413907
0.366060825001876,0.496049985063408,0.540552217715787
-0.142297009687895,1.25702856508443,0.0221795250895879
0.307273830718728,0.347706732148997,0.308394495963263
-0.302715263908379,0.00873880405468341,0.277443864409245
-0.324254167566805,0.211835186045712,1.59335866127173
-0.317025999556089,0.660311125031068,0.795166775613075
0.0801768499615076,-0.531675368501451,1.61166683184537
-0.58230944963551,-0.474949034714497,0.549332692556169
-0.608993608637701,0.842444368034102,1.47772003834061
0.242247238187017,1.46294211648219,0.470627251603414
-0.302066346672326,0.254065850624183,-0.536225944198815
0.811177979516558,0.668552842620042,1.07243937439637
0.0791259795631026,-1.02254706355579,-0.881123863282715
